ID,Year,Averate,TotalrateNO
15671,1987,3.4,30799
15672,1991,3.0,772
15673,1996,2.7,160
15674,1999,3.5,21537
15675,1995,3.9,754
15676,1946,3.8,600
15677,1998,3.4,10389
15678,1990,2.8,323
15679,1994,4.2,217
15680,2001,3.0,95
15681,1997,2.5,439
15682,2003,3.6,59
15683,2002,3.8,950
15684,2000,3.6,593
15685,1995,3.5,1334
15686,1972,3.1,922
15687,2004,1.5,383
15688,1976,2.2,212
15689,1994,4.0,24118
15690,1974,3.6,538
15691,2001,3.4,256
15692,1966,3.8,394
15693,1988,2.8,77
15694,2000,3.6,657
15695,1973,2.6,88
15696,1954,3.2,647
15697,1997,1.7,119
15698,1995,2.3,2180
15699,1995,4.0,5213
15700,1988,3.8,14888
15701,1967,3.7,588
15702,1977,3.9,51915
15703,1995,3.0,448
15704,2003,2.8,209
15705,1971,3.2,179
15706,1989,1.8,737
15707,2000,3.1,1216
15708,2005,3.8,325
15709,2002,2.9,136
15710,1994,3.5,1583
15711,2001,3.2,400
15712,2003,3.2,24389
15713,1946,3.2,156
15714,1999,3.6,308
15715,2002,3.5,35873
15716,1977,3.8,1724
15717,1971,3.9,1712
15718,1977,3.2,1585
15719,1950,3.0,236
15720,2003,3.6,2330
15721,2004,2.9,118
15722,1974,3.7,904
15723,1982,2.7,492
15724,1950,3.7,3134
15725,1981,3.1,139
15726,1999,3.1,244
15727,1998,4.2,4534
15728,2000,1.7,139
15729,1961,4.1,2672
15730,1997,3.2,14045
15731,2002,3.5,206
15732,2002,3.9,1639
15733,1996,3.6,22973
15734,1997,2.8,319
15735,1995,4.0,1794
15736,2003,3.3,9627
15737,1982,3.3,488
15738,1994,3.2,723
15739,2004,3.8,5389
15740,2003,3.3,117
15741,1987,2.9,3201
15742,1963,3.1,551
15743,1995,2.8,678
15744,1955,2.8,125
15745,1999,3.2,1071
15746,2001,4.1,630
15747,1999,3.5,2630
15748,1998,3.1,13541
15749,1982,2.9,920
15750,2004,3.4,3602
15751,1983,3.9,825
15752,2002,3.1,615
15753,1950,3.3,4498
15754,1997,2.3,489
15755,1988,3.9,114043
15756,2004,3.1,172
15757,1996,3.1,1183
15758,1984,4.1,58576
15759,1994,2.7,2473
15760,1996,2.7,239
15761,1961,2.1,117
15762,1959,3.2,428
15763,2004,2.6,261
15764,2003,2.9,59352
15765,1982,3.2,1500
15766,1945,3.6,791
15767,1979,3.2,123
15768,2000,4.3,691
15769,1987,4.0,16296
15770,1987,3.4,98
15771,1986,2.8,119
15772,2000,3.6,2279
15773,2003,4.3,5035
15774,2004,3.1,8069
15775,1983,2.1,99
15776,2004,2.6,237
15777,2001,4.3,18217
15778,1969,2.9,308
15779,1997,2.7,381
15780,1977,2.6,306
15781,2002,3.0,862
15782,1988,2.6,119
15783,2001,2.1,69
15784,2003,4.1,7881
15785,1997,3.0,457
15786,1957,3.8,6504
15787,2003,3.5,8559
15788,2003,3.5,98002
15789,1972,2.1,66
15790,1996,3.4,459
15791,1989,2.8,1565
15792,2003,3.7,820
15793,2005,1.6,238
15794,1977,3.6,1380
15795,1975,3.1,214
15796,1968,3.3,246
15797,1986,2.5,1778
15798,1997,3.8,3110
15799,1997,2.9,524
15800,1993,3.6,11176
15801,1999,3.8,327
15802,1944,4.0,5236
15803,1999,3.0,10243
15804,1958,3.6,954
15805,2001,3.3,2443
15806,1982,2.9,349
15807,1944,4.0,19143
15808,1996,3.4,4716
15809,2004,3.1,98
15810,1964,3.2,916
15811,1989,2.7,237
15812,1976,3.7,975
15813,1999,3.1,20972
15814,1941,3.9,5232
15815,2002,3.3,32508
15816,1998,3.6,21844
15817,2000,3.7,1498
15818,1998,3.7,48940
15819,1978,3.1,118
15820,2003,3.2,9413
15821,1994,4.0,1468
15822,2004,2.5,297
15823,2000,3.4,127
15824,1970,3.1,626
15825,1984,3.5,4147
15826,1996,3.7,256
15827,1993,3.6,1001
15828,2004,3.1,203
15829,2001,3.1,9582
15830,1990,3.6,3003
15831,1996,3.1,359
15832,2003,3.3,522
15833,2001,2.8,386
15834,2004,3.0,116
15835,2004,4.1,109
15836,1979,4.3,4248
15837,2004,2.4,390
15838,1999,2.3,224
15839,2004,3.7,176
15840,2001,3.0,1002
15841,1979,3.6,3828
15842,1998,2.6,97
15843,2002,3.3,16438
15844,2000,4.1,95095
15845,2001,2.1,154
15846,1961,4.0,7628
15847,1999,2.7,117
15848,2004,3.6,2557
15849,1995,2.9,203
15850,1995,3.1,1104
15851,2003,3.2,448
15852,1991,3.8,343
15853,2002,3.5,36484
15854,2004,1.8,186
15855,2002,3.5,2784
15856,1949,3.6,3237
15857,1972,3.8,820
15858,1966,4.0,10059
15859,1988,2.4,659
15860,2001,3.2,215
15861,2001,4.5,13812
15862,1954,3.4,5990
15863,1980,3.1,113
15864,2000,2.9,817
15865,2001,3.8,568
15866,1999,2.9,143
15867,2003,2.9,3019
15868,1937,3.7,3043
15869,1940,3.6,682
15870,1967,3.0,173
15871,2005,3.7,5866
15872,1972,3.8,1589
15873,2005,3.8,678
15874,1996,3.5,1168
15875,1996,3.4,11495
15876,1980,3.8,5725
15877,2002,2.8,356
15878,1958,2.9,114
15879,1998,3.2,275
15880,2000,3.3,310
15881,2000,3.6,623
15882,2004,2.4,118
15883,1997,3.6,566
15884,1969,2.7,194
15885,1988,3.5,5146
15886,2002,3.5,1567
15887,2004,3.3,99686
15888,2002,2.7,1970
15889,2001,2.5,247
15890,1987,3.6,2642
15891,1988,3.9,1409
15892,2002,3.9,1746
15893,1981,3.5,9112
15894,1998,3.5,20160
15895,2004,1.9,108
15896,1916,3.4,288
15897,1995,3.7,871
15898,2002,3.7,4018
15899,2001,2.8,220
15900,2005,3.9,1342
15901,1987,3.0,5763
15902,2003,4.0,34484
15903,2004,3.1,997
15904,1987,2.7,149
15905,1989,2.9,638
15906,1997,2.6,350
15907,1984,2.2,77
15908,1964,3.2,1972
15909,2000,3.2,2219
15910,1999,3.0,103
15911,1988,3.9,1252
15912,1983,2.0,99
15913,2003,2.7,2954
15914,2000,2.0,245
15915,1960,3.4,212
15916,2000,1.5,171
15917,1991,3.9,3821
15918,1980,2.2,88
15919,2004,3.4,51344
15920,1985,3.1,151
15921,1967,3.3,1443
15922,1967,3.9,80207
15923,1989,3.6,133
15924,1992,3.4,659
15925,1993,2.7,114
15926,1996,2.5,218
15927,2003,3.2,613
15928,2004,3.6,222
15929,1992,3.4,1740
15930,1984,3.3,1551
15931,1990,2.7,1487
15932,1987,3.3,1536
15933,1997,3.2,231
15934,1996,4.0,1427
15935,1998,3.0,236
15936,1987,3.1,856
15937,1994,2.5,75
15938,2002,3.7,454
15939,1999,3.7,6407
15940,1997,3.4,2466
15941,2002,3.4,137
15942,1958,2.9,247
15943,2002,3.3,402
15944,1959,3.0,264
15945,1996,3.2,9775
15946,2001,2.8,341
15947,1994,4.1,2736
15948,2004,3.4,208
15949,1983,3.5,4720
15950,2001,2.9,165
15951,2005,2.2,184
15952,2000,3.4,45039
15953,1989,3.5,33823
15954,1972,3.7,650
15955,2000,3.5,19878
15956,1991,3.5,25154
15957,1998,3.9,2122
15958,1994,2.3,2039
15959,1987,2.5,177
15960,1991,2.7,233
15961,2002,2.0,97
15962,1996,3.3,2209
15963,1966,3.4,1485
15964,1999,2.8,177
15965,1955,3.8,1761
15966,2001,2.8,6110
15967,1983,3.8,2282
15968,2000,3.2,7364
15969,2001,3.4,7216
15970,2002,3.2,427
15971,1998,3.7,246
15972,2004,2.2,350
15973,1999,2.9,491
15974,1942,3.8,5267
15975,1971,3.8,13827
15976,2003,3.4,1089
15977,1999,3.1,142
15978,1976,3.4,1330
15979,1958,3.6,3202
15980,2004,2.1,452
15981,2004,3.1,708
15982,2004,3.7,615
15983,2001,3.9,236
15984,2005,2.8,324
15985,1978,3.7,4686
15986,2001,1.9,115
15987,1987,3.9,1216
15988,1985,3.2,1363
15989,1999,3.5,906
15990,2004,2.4,372
15991,1997,3.5,6269
15992,2001,3.6,517
15993,2003,3.2,155
15994,1981,3.5,971
15995,1984,2.7,213
15996,2002,3.7,179
15997,1954,4.0,29620
15998,1998,2.9,795
15999,2003,3.9,2408
16000,2004,3.3,282
16001,1984,3.0,185
16002,2002,3.6,18516
16003,2002,2.7,156
16004,2003,3.0,154
16005,1949,3.5,397
16006,1989,4.4,11184
16007,2001,2.0,115
16008,1984,3.8,34199
16009,2002,2.6,155
16010,2002,2.6,204
16011,1997,3.2,1649
16012,1991,2.4,201
16013,2005,4.1,101
16014,1997,2.9,296
16015,1981,3.2,311
16016,1989,3.2,32546
16017,1989,2.9,423
16018,2004,2.7,163
16019,1979,2.7,80
16020,1984,2.7,121
16021,1926,3.5,162
16022,2003,4.3,6464
16023,1996,2.8,297
16024,1989,2.6,105
16025,1984,3.1,5494
16026,1984,2.4,271
16027,2003,3.3,120
16028,1978,2.7,117
16029,2005,3.5,157
16030,2001,3.2,7240
16031,2002,2.9,606
16032,2001,1.7,93
16033,1999,3.6,5973
16034,2002,3.4,653
16035,2002,2.6,213
16036,2004,2.9,690
16037,2001,3.4,14204
16038,2003,3.6,807
16039,1997,3.4,894
16040,2002,3.1,725
16041,1995,3.0,2766
16042,2004,2.7,253
16043,2004,3.6,101
16044,1955,3.6,1203
16045,1989,4.0,540
16046,1993,3.3,2610
16047,2005,3.7,18685
16048,2002,2.9,109
16049,1988,2.9,456
16050,1982,3.6,3280
16051,1985,3.1,182
16052,1940,3.8,14588
16053,1998,3.0,124
16054,1999,2.9,90
16055,1996,2.9,192
16056,2002,3.5,334
16057,1964,3.5,136
16058,2000,2.5,193
16059,2003,3.8,185
16060,2004,3.3,677
16061,1998,3.3,212
16062,1978,3.5,6275
16063,1989,3.9,44877
16064,1974,3.3,800
16065,1987,3.2,533
16066,2005,3.2,399
16067,1966,2.8,98
16068,1989,3.6,21063
16069,2002,1.9,134
16070,1998,3.1,290
16071,1998,3.6,885
16072,2002,2.9,86
16073,1992,2.7,107
16074,2001,3.2,209
16075,1993,3.8,36342
16076,2003,3.0,103
16077,2004,2.7,207
16078,1967,3.7,479
16079,2003,2.3,275
16080,2000,3.1,423
16081,1986,2.3,104
16082,2004,3.6,105518
16083,1994,4.1,14300
16084,1986,2.3,215
16085,2003,2.7,309
16086,1996,2.0,129
16087,2003,3.8,905
16088,1978,3.0,219
16089,2004,3.4,183
16090,2004,2.3,9901
16091,1997,3.8,126
16092,2002,3.0,871
16093,2003,3.3,237
16094,1989,3.0,2363
16095,1998,3.9,1739
16096,1999,3.5,1344
16097,1973,3.5,132
16098,1991,3.7,611
16099,2002,1.9,131
16100,2004,4.1,3394
16101,1991,3.0,166
16102,1973,2.8,215
16103,1992,3.9,2150
16104,1994,2.7,631
16105,2003,1.7,134
16106,1984,4.0,976
16107,1974,4.2,5602
16108,2002,2.4,767
16109,1972,3.1,142
16110,1998,3.0,287
16111,2004,3.5,62
16112,1977,2.7,236
16113,2005,3.2,58832
16114,2003,4.0,879
16115,1977,3.2,148
16116,2001,3.2,266
16117,1999,2.4,160
16118,1999,3.2,15705
16119,1993,3.2,679
16120,2001,2.7,279
16121,2002,2.8,594
16122,2000,2.2,118
16123,1995,3.3,966
16124,1960,3.7,391
16125,2000,3.7,690
16126,2000,3.0,185
16127,1947,3.2,461
16128,1994,4.0,93202
16129,2003,3.2,553
16130,1996,3.1,218
16131,1976,3.1,183
16132,1995,3.1,269
16133,1997,3.9,1241
16134,2003,2.2,407
16135,2003,2.9,663
16136,2004,3.7,475
16137,1999,3.1,194
16138,1980,2.5,200
16139,1991,3.6,106285
16140,2001,2.9,71
16141,2004,2.8,143
16142,2003,3.0,119
16143,2000,3.3,3388
16144,1984,3.3,1538
16145,1997,2.2,110
16146,2003,2.2,7882
16147,1999,4.4,44178
16148,1976,3.0,742
16149,1999,3.4,2410
16150,1996,3.8,25676
16151,1969,2.7,284
16152,1997,2.7,75
16153,2000,3.7,4898
16154,2003,3.7,112
16155,2005,3.8,36
16156,1944,2.6,165
16157,1916,3.3,313
16158,2000,3.7,26167
16159,1964,3.0,150
16160,2004,1.8,140
16161,1971,2.6,275
16162,2002,3.6,1893
16163,2004,3.8,1255
16164,1978,3.2,117
16165,1990,3.6,265
16166,1957,3.1,547
16167,1972,2.9,262
16168,1933,2.6,281
16169,1999,3.1,33757
16170,1987,2.7,158
16171,1987,3.6,7194
16172,1990,3.6,2266
16173,2005,3.2,92
16174,1964,3.4,1899
16175,1994,3.7,4744
16176,1980,4.0,1858
16177,2001,3.0,647
16178,1966,3.1,3243
16179,2000,2.8,148
16180,1998,3.1,166
16181,1993,3.3,33658
16182,1998,3.4,6497
16183,1962,3.8,12558
16184,1999,3.3,306
16185,1957,3.9,4971
16186,1949,3.8,813
16187,1996,2.6,546
16188,1990,3.2,346
16189,2003,2.6,142
16190,1988,2.3,126
16191,1931,3.5,379
16192,2003,3.2,4566
16193,1991,2.6,3156
16194,1987,3.1,248
16195,2004,2.8,139
16196,1964,3.2,102
16197,1971,3.4,1674
16198,1983,2.7,300
16199,1986,3.4,6571
16200,2002,2.7,960
16201,1996,3.8,34846
16202,1984,2.4,399
16203,1993,3.3,23978
16204,2003,2.6,840
16205,2002,3.7,1729
16206,1998,3.3,81
16207,1967,3.7,518
16208,2004,3.2,1359
16209,2001,3.3,9547
16210,2002,3.1,228
16211,2000,2.7,237
16212,1982,3.2,981
16213,2004,3.4,187
16214,1947,3.4,292
16215,2004,3.4,3491
16216,2003,3.3,289
16217,1998,3.1,436
16218,1995,3.8,980
16219,2004,3.3,372
16220,2002,3.6,9487
16221,2000,3.6,200
16222,2004,3.5,17823
16223,1958,4.1,44171
16224,2004,3.5,146
16225,1993,2.4,249
16226,2004,3.5,130
16227,1929,2.8,129
16228,1958,3.9,161
16229,1991,3.2,436
16230,2004,3.4,306
16231,2000,3.3,233
16232,1989,3.0,3042
16233,1955,3.7,11530
16234,2003,3.3,570
16235,2001,2.3,2240
16236,2000,3.5,38137
16237,1995,4.2,4039
16238,1952,3.3,116
16239,1994,3.4,102
16240,2001,2.9,756
16241,1960,3.8,7413
16242,1997,3.5,178068
16243,2005,2.5,207
16244,1977,3.1,247
16245,1982,3.1,351
16246,1980,3.6,619
16247,2001,3.4,736
16248,1959,2.7,286
16249,1946,3.5,138
16250,1990,2.7,218
16251,1965,2.9,165
16252,1997,4.0,639
16253,1969,3.9,968
16254,1999,2.3,144
16255,2000,2.1,209
16256,1998,2.8,117
16257,2003,2.7,457
16258,2002,2.1,450
16259,1973,3.5,4944
16260,1962,3.8,4787
16261,2002,3.2,436
16262,2005,3.5,35662
16263,1977,3.1,1722
16264,1977,3.8,4164
16265,1977,4.5,85184
16266,1977,2.7,232
16267,1997,3.2,3452
16268,2002,2.9,407
16269,1969,3.0,106
16270,2004,2.9,375
16271,1954,3.1,168
16272,2000,3.9,89654
16273,2004,2.9,2584
16274,1954,3.5,524
16275,1980,2.8,121
16276,1991,3.1,622
16277,2001,2.7,144
16278,2004,4.2,12369
16279,2002,2.8,2380
16280,1934,3.6,2178
16281,2002,3.8,12666
16282,1995,2.7,138
16283,1994,2.6,3792
16284,2002,3.4,896
16285,1992,4.0,2872
16286,2002,3.6,67177
16287,2001,2.6,126
16288,2002,3.1,2768
16289,2004,3.8,145
16290,1974,2.5,122
16291,1988,3.4,7173
16292,1990,3.8,3668
16293,1989,3.2,2844
16294,2003,3.8,695
16295,1982,2.5,268
16296,1996,3.4,195
16297,1939,3.5,715
16298,1999,2.8,4981
16299,1980,2.7,101
16300,1996,2.9,1144
16301,1989,2.4,111
16302,1999,4.5,23254
16303,2001,3.5,27772
16304,1997,3.0,94
16305,1999,3.1,366
16306,1960,3.9,21891
16307,1994,3.4,8889
16308,1967,2.6,183
16309,2001,3.2,214
16310,2005,3.4,97
16311,1999,3.8,2356
16312,1993,3.1,1325
16313,1995,4.1,5587
16314,1989,3.2,123
16315,1992,3.0,1826
16316,1974,2.6,281
16317,1979,3.7,291
16318,1979,3.9,6063
16319,1998,3.1,696
16320,1988,3.9,2183
16321,1958,3.1,223
16322,1979,3.0,110
16323,2000,3.4,943
16324,1960,3.3,972
16325,1968,3.6,27259
16326,2000,3.1,274
16327,1999,2.8,100
16328,2003,2.6,625
16329,1974,3.6,2293
16330,2003,3.2,307
16331,1995,2.6,133
16332,1994,3.1,359
16333,1965,3.1,141
16334,1971,3.1,132
16335,1998,3.5,808
16336,2000,3.6,1149
16337,1995,2.9,3613
16338,2003,3.0,478
16339,1990,3.3,80349
16340,1998,3.3,2191
16341,1955,3.7,1007
16342,2003,3.9,570
16343,2002,3.4,66577
16344,2003,3.1,13494
16345,1997,2.8,154
16346,1987,3.0,274
16347,1998,3.3,358
16348,1998,3.0,3114
16349,1997,4.0,5077
16350,2001,3.1,5284
16351,1992,3.1,714
16352,1987,3.2,651
16353,2002,3.0,208
16354,2005,4.0,43
16355,1995,3.4,380
16356,2004,4.1,2748
16357,2005,3.5,44880
16358,2001,2.7,267
16359,2002,2.9,9036
16360,1982,3.8,438
16361,2003,3.7,14339
16362,1984,3.2,3166
16363,2001,4.2,15988
16364,1966,3.0,132
16365,1973,3.5,4669
16366,1987,3.4,9610
16367,1995,3.0,152
16368,1994,2.9,1552
16369,1978,3.2,256
16370,1970,3.5,481
16371,2005,2.9,373
16372,1979,3.6,212
16373,2004,2.6,215
16374,2004,3.1,283
16375,1999,3.2,187
16376,1988,3.8,2153
16377,1999,4.3,181426
16378,2002,2.9,321
16379,2001,2.2,1694
16380,2004,3.3,42495
16381,2004,2.7,138
16382,1990,3.9,2075
16383,1995,3.9,281
16384,1993,4.1,138193
16385,1994,3.4,205
16386,1980,2.1,91
16387,1994,3.6,3402
16388,1996,3.0,2238
16389,1996,2.4,2224
16390,2002,3.4,63731
16391,2003,2.9,607
16392,1976,3.6,1115
16393,2000,3.0,2289
16394,1995,4.2,2489
16395,1937,3.3,470
16396,2002,3.8,627
16397,1964,4.1,2445
16398,1974,3.1,135
16399,1961,4.0,3406
16400,2002,4.0,2647
16401,1968,3.5,1276
16402,1977,3.3,193
16403,1999,3.1,141
16404,2001,2.7,226
16405,2001,1.8,88
16406,2004,3.6,42116
16407,2003,3.6,629
16408,2005,3.3,69
16409,1968,2.8,245
16410,1960,3.4,222
16411,1992,3.4,1553
16412,1968,3.7,9116
16413,1996,2.0,83
16414,1952,3.2,277
16415,1996,3.7,46697
16416,1999,3.0,190
16417,2000,2.6,322
16418,1974,3.6,4545
16419,2001,4.0,3789
16420,1998,3.6,506
16421,1976,3.3,566
16422,2004,2.7,201
16423,2003,3.6,391
16424,2002,2.6,329
16425,1953,3.6,816
16426,1973,3.0,223
16427,1987,3.9,604
16428,2000,2.8,345
16429,1988,3.1,263
16430,1971,2.2,138
16431,1955,4.0,2369
16432,1991,3.7,518
16433,1974,2.9,110
16434,1996,3.9,1360
16435,2004,3.3,460
16436,1966,3.4,988
16437,2003,3.2,163
16438,1998,3.7,79741
16439,1998,3.8,8457
16440,2000,3.0,2235
16441,1992,3.3,1409
16442,1997,2.2,203
16443,2001,3.0,363
16444,1987,3.5,2735
16445,2003,2.8,9841
16446,2005,3.8,266
16447,2000,2.9,185
16448,1984,3.2,1160
16449,1995,3.1,1531
16450,2003,3.8,183
16451,1996,2.4,185
16452,2000,3.9,89784
16453,1934,3.5,771
16454,2002,3.0,88
16455,1984,3.1,162
16456,1998,2.2,85
16457,1996,2.9,445
16458,1999,2.5,267
16459,2002,3.2,20490
16460,2000,3.7,7978
16461,1996,3.1,7213
16462,1953,3.8,186
16463,2003,3.5,3435
16464,1997,4.0,873
16465,1998,3.5,38402
16466,2000,3.1,110
16467,1997,2.8,189
16468,2001,3.9,3572
16469,2004,3.4,44239
16470,1995,4.0,1234
16471,1957,3.4,499
16472,1982,3.5,825
16473,1996,2.8,78
16474,1947,2.7,158
16475,2002,2.9,347
16476,2004,3.8,2386
16477,2004,3.0,285
16478,1995,2.5,218
16479,1999,3.1,2589
16480,2003,2.9,99
16481,1997,3.0,206
16482,1998,3.5,1147
16483,2001,2.8,150
16484,1999,3.2,236
16485,2000,2.8,531
16486,2003,2.0,373
16487,2004,1.3,289
16488,1999,2.6,126
16489,1987,3.1,146
16490,1978,3.6,492
16491,2000,4.0,12904
16492,2002,3.9,909
16493,2001,4.0,822
16494,2004,3.0,605
16495,1979,3.8,13176
16496,2002,2.7,133
16497,2003,3.8,2054
16498,1999,2.8,126
16499,1961,3.9,40461
16500,1949,3.9,2211
16501,1991,3.4,465
16502,1974,2.8,1730
16503,2003,3.4,317
16504,1996,2.7,407
16505,1999,3.2,205
16506,2002,3.0,916
16507,2004,3.7,368
16508,1969,2.5,116
16509,2003,2.9,192
16510,2005,2.9,87
16511,1995,3.8,87
16512,2000,3.0,227
16513,2001,3.1,280
16514,2002,2.9,433
16515,1991,3.2,293
16516,2001,3.1,16762
16517,1981,2.9,1940
16518,1995,3.1,153
16519,2002,3.3,596
16520,2001,3.1,214
16521,1975,3.1,569
16522,2004,3.6,51459
16523,2000,3.0,2734
16524,2002,4.2,8413
16525,1985,3.5,7480
16526,1996,2.6,264
16527,1996,2.2,179
16528,2002,3.4,152
16529,1988,2.0,195
16530,1961,3.0,437
16531,2001,2.6,1332
16532,1982,3.7,31039
16533,1988,3.4,272
16534,1980,3.3,6263
16535,1979,3.2,5160
16536,1954,3.4,1861
16537,1989,3.5,590
16538,2000,3.4,20169
16539,2003,3.0,565
16540,2001,3.3,317
16541,1999,3.0,579
16542,1972,4.2,41
16543,1996,3.9,991
16544,2002,3.2,2746
16545,2001,3.7,780
16546,1975,3.3,913
16547,2003,3.4,2050
16548,1994,3.5,3752
16549,1996,2.8,454
16550,1992,3.4,2128
16551,1992,3.1,2103
16552,1995,3.7,40295
16553,1980,2.9,111
16554,1961,3.6,931
16555,2001,4.0,907
16556,2000,2.4,111
16557,1999,3.2,506
16558,2003,3.9,3391
16559,1991,3.7,655
16560,1964,3.1,144
16561,1996,3.4,944
16562,1936,2.8,921
16563,1998,3.0,1044
16564,1992,3.2,3724
16565,2001,3.4,48577
16566,1973,3.9,403
16567,1979,3.9,11455
16568,2005,2.7,83
16569,1993,3.5,3579
16570,1997,3.9,498
16571,2003,3.5,1884
16572,2004,3.1,14883
16573,2003,2.7,168
16574,1953,2.0,105
16575,1977,3.7,559
16576,2002,3.1,74
16577,1949,3.2,180
16578,2001,2.5,136
16579,2001,2.9,2283
16580,1989,4.0,10322
16581,2005,4.0,514
16582,2004,3.4,412
16583,1975,3.6,419
16584,1969,1.8,240
16585,2003,3.4,166
16586,1997,3.5,662
16587,1992,4.5,18413
16588,2001,3.2,2993
16589,1998,2.8,1405
16590,2001,3.2,91
16591,1933,3.1,81
16592,2001,3.4,171
16593,2002,3.8,3120
16594,2000,2.8,142
16595,2001,2.8,245
16596,1961,3.8,32666
16597,2001,1.8,255
16598,1921,3.0,103
16599,1998,3.2,285
16600,2000,3.1,1221
16601,1978,3.0,1918
16602,2005,3.9,655
16603,2002,2.9,381
16604,1992,4.0,52160
16605,1992,3.9,40724
16606,1996,3.5,14674
16607,1997,3.6,4645
16608,1997,2.9,1193
16609,2003,4.0,625
16610,2001,2.2,165
16611,2002,3.0,760
16612,1974,3.1,232
16613,2001,1.9,129
16614,1979,3.5,338
16615,2001,4.3,3041
16616,1999,3.3,6547
16617,1969,3.7,1174
16618,1970,3.5,171
16619,2002,3.1,422
16620,1998,3.2,1306
16621,1985,3.2,425
16622,1986,3.4,5768
16623,1976,3.7,258
16624,1981,3.8,803
16625,2002,2.7,227
16626,1984,3.1,456
16627,1994,3.5,120
16628,1995,3.9,2385
16629,1983,3.7,2271
16630,1988,3.1,2999
16631,2001,3.4,120
16632,1997,2.8,164
16633,2004,2.9,159
16634,1967,3.9,8685
16635,1992,3.7,284
16636,1985,3.2,218
16637,1995,3.0,2806
16638,2000,2.9,106
16639,1927,2.7,92
16640,2004,3.0,81881
16641,2001,2.9,10139
16642,1999,2.8,209
16643,1988,3.4,3062
16644,2001,4.0,17045
16645,1962,3.7,849
16646,1996,3.0,124
16647,1994,3.5,266
16648,1924,2.7,109
16649,1962,3.6,3301
16650,1999,2.8,224
16651,1969,3.0,132
16652,1982,2.3,91
16653,1998,3.0,623
16654,1986,3.0,211
16655,2000,3.1,224
16656,2004,3.1,222
16657,2000,3.2,171
16658,2002,3.1,1332
16659,1997,2.9,1504
16660,1998,3.8,12914
16661,1969,2.9,221
16662,2004,3.2,2305
16663,1988,3.2,540
16664,1966,3.9,1284
16665,2004,2.1,139
16666,1973,3.2,1547
16667,1996,2.8,684
16668,1992,4.0,119812
16669,1992,3.3,770
16670,1932,3.6,1804
16671,1998,4.1,2027
16672,1998,3.5,1172
16673,2001,3.4,520
16674,1994,4.0,1055
16675,1997,3.1,118
16676,1981,3.0,3236
16677,1946,3.2,518
16678,1980,2.4,189
16679,1999,3.0,131
16680,2001,2.3,212
16681,2000,2.6,94
16682,1999,2.7,126
16683,2004,3.4,320
16684,2000,2.9,280
16685,1994,3.5,491
16686,1977,2.0,108
16687,1992,4.0,5038
16688,1976,1.9,101
16689,2000,3.3,496
16690,1979,3.3,426
16691,1968,3.8,326
16692,2001,3.2,324
16693,1986,2.9,265
16694,1935,3.9,1308
16695,2003,3.4,3405
16696,1989,2.5,224
16697,1996,2.9,166
16698,1986,3.8,31935
16699,2000,3.0,463
16700,1964,4.1,2453
16701,1999,3.5,2219
16702,2004,3.5,2866
16703,2003,3.6,43104
16704,2001,3.7,226
16705,1994,3.7,2709
16706,1994,2.6,128
16707,2003,3.7,82444
16708,2002,2.7,264
16709,1980,3.5,2963
16710,1978,3.5,427
16711,2003,4.4,33880
16712,1953,2.7,193
16713,1994,3.5,9357
16714,1995,3.3,84
16715,1941,3.4,260
16716,2003,2.5,181
16717,2001,3.5,759
16718,1989,3.4,2034
16719,1961,3.7,727
16720,1966,2.8,371
16721,1972,3.8,39355
16722,2001,4.0,1492
16723,2001,3.4,391
16724,1998,3.9,10561
16725,1998,3.8,275
16726,1991,2.4,137
16727,1981,3.6,1649
16728,2000,3.8,975
16729,1945,3.8,538
16730,1999,2.8,1413
16731,1985,3.7,2041
16732,2003,3.9,972
16733,1986,3.5,2495
16734,2004,3.7,4059
16735,2003,3.6,402
16736,2002,3.3,839
16737,1988,3.0,121
16738,1982,3.2,1174
16739,2000,1.9,104
16740,1999,3.4,60612
16741,1943,3.4,751
16742,2003,2.9,11917
16743,1974,2.1,198
16744,2004,3.9,674
16745,2000,4.1,2083
16746,1998,2.6,124
16747,2000,3.5,651
16748,1997,2.5,100
16749,1985,3.0,207
16750,1997,3.3,200
16751,2003,2.9,3746
16752,2001,3.1,259
16753,1974,3.0,205
16754,2001,3.7,1377
16755,1994,3.5,3887
16756,1997,3.0,3038
16757,1994,3.8,339
16758,2002,3.1,891
16759,1991,2.8,553
16760,2003,3.3,22087
16761,1999,1.9,90
16762,1975,2.0,121
16763,2003,3.7,689
16764,2004,3.4,269
16765,1997,3.6,102031
16766,1993,4.2,372
16767,2001,3.7,20639
16768,1999,3.1,5909
16769,1992,2.6,113
16770,1999,3.3,8910
16771,1995,3.2,546
16772,1968,3.8,1443
16773,1991,4.0,270
16774,2004,3.1,97
16775,1975,2.9,2482
16776,1968,2.7,110
16777,1994,3.4,553
16778,2005,2.6,1504
16779,2000,2.9,109
16780,2004,3.5,571
16781,1949,3.0,232
16782,2004,3.5,925
16783,2003,2.9,1848
16784,2005,3.8,16419
16785,1961,3.5,424
16786,2001,2.7,1691
16787,1960,3.2,134
16788,1999,3.4,17921
16789,1994,3.3,569
16790,2000,3.3,8243
16791,1992,3.5,5207
16792,2001,3.6,61087
16793,1973,3.9,56893
16794,2003,2.8,5027
16795,2002,3.3,575
16796,2001,3.9,6461
16797,2000,3.5,1436
16798,1977,3.3,524
